Project Name;Package Name;Type Name;Method Name;LOC;CC;PC;Line no;IsTest;Main prod class tested;Production classes tested
train-ticket-master;(default package);TestFlowTwoPay;testLogin;13;3;0;31;1;;
train-ticket-master;(default package);TestFlowTwoPay;testViewOrders;11;2;0;55;0;;
train-ticket-master;(default package);TestFlowTwoPay;testPayOrder;29;5;0;69;0;;
train-ticket-master;(default package);TestFlowTwoPay;tearDown;3;1;0;108;0;;
train-ticket-master;(default package);TestFlowTwoRebook;login;8;1;3;23;0;;
train-ticket-master;(default package);TestFlowTwoRebook;setUp;7;1;0;31;0;;
train-ticket-master;(default package);TestFlowTwoRebook;testLogin;13;3;0;39;1;;
train-ticket-master;(default package);TestFlowTwoRebook;testViewOrders;11;2;0;63;0;;
train-ticket-master;(default package);TestFlowTwoRebook;testChangeOrder;40;6;0;77;0;;
train-ticket-master;(default package);TestFlowTwoRebook;testTicketRebook;59;6;0;132;0;;
train-ticket-master;(default package);TestFlowTwoRebook;tearDown;3;1;0;205;0;;
train-ticket-master;(default package);TestServiceBasicInfo;setUp;6;1;0;20;0;;
train-ticket-master;(default package);TestServiceBasicInfo;testBasicInfo;29;2;0;27;1;;
train-ticket-master;(default package);TestServiceBasicInfo;tearDown;3;1;0;66;0;;
train-ticket-master;(default package);TestServiceCancel;login;8;1;3;16;0;;
train-ticket-master;(default package);TestServiceCancel;setUp;6;1;0;24;0;;
train-ticket-master;(default package);TestServiceCancel;login;13;3;0;31;1;;
train-ticket-master;(default package);TestServiceCancel;testCheckRefund;9;1;0;55;0;;
train-ticket-master;(default package);TestServiceCancel;testTicketCancel;7;1;0;66;0;;
train-ticket-master;(default package);TestServiceCancel;tearDown;3;1;0;74;0;;
train-ticket-master;(default package);TestServiceCellect;setUp;6;1;0;16;0;;
train-ticket-master;(default package);TestServiceCellect;testTicketCollect;10;2;0;23;1;;
train-ticket-master;(default package);TestServiceCellect;tearDown;3;1;0;36;0;;
train-ticket-master;(default package);TestServiceConfig;setUp;6;1;0;17;0;;
train-ticket-master;(default package);TestServiceConfig;testConfig;9;1;0;24;1;;
train-ticket-master;(default package);TestServiceConfig;testQueryConfig;8;2;0;41;0;;
train-ticket-master;(default package);TestServiceConfig;tearDown;3;1;0;53;0;;
train-ticket-master;(default package);TestServiceContacts;setUp;6;1;0;17;0;;
train-ticket-master;(default package);TestServiceContacts;testContacts;11;2;0;24;1;;
train-ticket-master;(default package);TestServiceContacts;tearDown;3;1;0;38;0;;
train-ticket-master;(default package);TestServiceExecute;setUp;6;1;0;17;0;;
train-ticket-master;(default package);TestServiceExecute;testExecute;11;2;0;24;1;;
train-ticket-master;(default package);TestServiceExecute;tearDown;3;1;0;38;0;;
train-ticket-master;(default package);TestServiceInsidePay;login;8;1;3;16;0;;
train-ticket-master;(default package);TestServiceInsidePay;setUp;6;1;0;24;0;;
train-ticket-master;(default package);TestServiceInsidePay;login;13;3;0;31;1;;
train-ticket-master;(default package);TestServiceInsidePay;testInsidePay;13;2;0;54;0;;
train-ticket-master;(default package);TestServiceInsidePay;testInsidePayList;8;2;0;71;0;;
train-ticket-master;(default package);TestServiceInsidePay;testUserBalance;8;2;0;83;0;;
train-ticket-master;(default package);TestServiceInsidePay;testAddMoney;8;2;0;95;0;;
train-ticket-master;(default package);TestServiceInsidePay;tearDown;3;1;0;108;0;;
train-ticket-master;(default package);TestServiceLogin;ServiceLogin;7;1;3;16;0;;
train-ticket-master;(default package);TestServiceLogin;setUp;6;1;0;23;0;;
train-ticket-master;(default package);TestServiceLogin;Users;3;1;0;30;0;;
train-ticket-master;(default package);TestServiceLogin;testSignIn;10;2;3;43;0;;
train-ticket-master;(default package);TestServiceLogin;tearDown;3;1;0;60;0;;
train-ticket-master;(default package);TestServiceNotification;setUp;6;1;0;17;0;;
train-ticket-master;(default package);TestServiceNotification;testNotification;28;3;0;24;1;;
train-ticket-master;(default package);TestServiceNotification;tearDown;3;1;0;62;0;;
train-ticket-master;(default package);TestServiceOrders;setUp;6;1;0;19;0;;
train-ticket-master;(default package);TestServiceOrders;testOrders;26;3;0;26;1;;
train-ticket-master;(default package);TestServiceOrders;tearDown;3;1;0;54;0;;
train-ticket-master;(default package);TestServicePayment;login;8;1;3;16;0;;
train-ticket-master;(default package);TestServicePayment;setUp;6;1;0;24;0;;
train-ticket-master;(default package);TestServicePayment;login;13;3;0;31;1;;
train-ticket-master;(default package);TestServicePayment;testPayment;15;2;0;55;0;;
train-ticket-master;(default package);TestServicePayment;testPaymentList;8;2;0;74;0;;
train-ticket-master;(default package);TestServicePayment;tearDown;3;1;0;86;0;;
train-ticket-master;(default package);TestServicePrice;setUp;6;1;0;17;0;;
train-ticket-master;(default package);TestServicePrice;testPrice;9;1;0;24;1;;
train-ticket-master;(default package);TestServicePrice;testQueryPrice;8;2;0;41;0;;
train-ticket-master;(default package);TestServicePrice;tearDown;3;1;0;53;0;;
train-ticket-master;(default package);TestServiceRebook;login;8;1;3;20;0;;
train-ticket-master;(default package);TestServiceRebook;setUp;6;1;0;28;0;;
train-ticket-master;(default package);TestServiceRebook;login;13;3;0;35;1;;
train-ticket-master;(default package);TestServiceRebook;getOrders;33;3;0;60;0;;
train-ticket-master;(default package);TestServiceRebook;testTicketRebook;40;4;0;98;0;;
train-ticket-master;(default package);TestServiceRebook;tearDown;3;1;0;155;0;;
train-ticket-master;(default package);TestServiceRegister;login;8;1;3;18;0;;
train-ticket-master;(default package);TestServiceRegister;setUp;6;1;0;26;0;;
train-ticket-master;(default package);TestServiceRegister;Users;3;1;0;33;0;;
train-ticket-master;(default package);TestServiceRegister;testRegister;13;2;2;39;0;;
train-ticket-master;(default package);TestServiceRegister;testRegisterLogin;12;3;2;58;0;;
train-ticket-master;(default package);TestServiceRegister;tearDown;3;1;0;77;0;;
train-ticket-master;(default package);TestServiceSecurity;setUp;6;1;0;17;0;;
train-ticket-master;(default package);TestServiceSecurity;testSecurity;12;2;0;24;1;;
train-ticket-master;(default package);TestServiceSecurity;testSecurityCheck;10;2;0;38;0;;
train-ticket-master;(default package);TestServiceSecurity;tearDown;3;1;0;50;0;;
train-ticket-master;(default package);TestServiceSSO;setUp;6;1;0;17;0;;
train-ticket-master;(default package);TestServiceSSO;testSSOAccount;5;1;0;24;1;;
train-ticket-master;(default package);TestServiceSSO;tearDown;3;1;0;30;0;;
train-ticket-master;(default package);TestServiceStation;setUp;6;1;0;18;0;;
train-ticket-master;(default package);TestServiceStation;testStation;8;1;0;25;1;;
train-ticket-master;(default package);TestServiceStation;testQueryStation;8;2;0;41;0;;
train-ticket-master;(default package);TestServiceStation;tearDown;3;1;0;54;0;;
train-ticket-master;(default package);TestServiceTicketInfo;setUp;6;1;0;20;0;;
train-ticket-master;(default package);TestServiceTicketInfo;testTicketInfo;29;2;0;27;1;;
train-ticket-master;(default package);TestServiceTicketInfo;tearDown;3;1;0;66;0;;
train-ticket-master;(default package);TestServiceTrain;setUp;6;1;0;20;0;;
train-ticket-master;(default package);TestServiceTrain;testTrain;9;1;0;27;1;;
train-ticket-master;(default package);TestServiceTrain;testQueryTrain;8;2;0;44;0;;
train-ticket-master;(default package);TestServiceTrain;tearDown;3;1;0;57;0;;
train-ticket-master;(default package);TestServiceTravel;setUp;6;1;0;46;0;;
train-ticket-master;(default package);TestServiceTravel;Travel;3;1;0;53;0;;
train-ticket-master;(default package);TestServiceTravel;testTravel;20;1;1;59;0;;
train-ticket-master;(default package);TestServiceTravel;testQueryTravel;8;2;0;100;0;;
train-ticket-master;(default package);TestServiceTravel;tearDown;3;1;0;113;0;;
train-ticket-master;(default package);TestServiceTravel2;setUp;6;1;0;19;0;;
train-ticket-master;(default package);TestServiceTravel2;testTravel2;13;1;0;26;1;;
train-ticket-master;(default package);TestServiceTravel2;testQueryTravel2;8;2;0;47;0;;
train-ticket-master;(default package);TestServiceTravel2;tearDown;3;1;0;60;0;;
train-ticket-master;org.myproject.ms.monitoring.antn;DefaultSpanCreator;DefaultSpanCreator;3;1;1;21;0;;
train-ticket-master;org.myproject.ms.monitoring.antn;DefaultSpanCreator;createSpan;8;2;2;25;0;org.myproject.ms.monitoring.antn.DefaultSpanCreator;org.myproject.ms.monitoring.antn.DefaultSpanCreator
train-ticket-master;org.myproject.ms.monitoring.antn;DefaultSpanCreator;createSpan;6;2;1;36;0;;
train-ticket-master;org.myproject.ms.monitoring.antn;NoOpTagValueResolver;resolve;3;1;1;7;0;;
train-ticket-master;org.myproject.ms.monitoring.antn;SleuthAdvisorConfig;init;7;2;0;45;0;org.myproject.ms.monitoring.antn.SleuthAdvisorConfig;org.myproject.ms.monitoring.antn.SleuthAdvisorConfig
train-ticket-master;org.myproject.ms.monitoring.antn;SleuthAdvisorConfig;setBeanFactory;3;1;1;55;0;;
train-ticket-master;org.myproject.ms.monitoring.antn;SleuthAdvisorConfig;getClassFilter;3;1;0;60;0;;
train-ticket-master;org.myproject.ms.monitoring.antn;SleuthAdvisorConfig;getInterfaces;3;1;0;65;0;;
train-ticket-master;org.myproject.ms.monitoring.antn;SleuthAdvisorConfig;validateInterfaces;2;1;0;70;0;;
train-ticket-master;org.myproject.ms.monitoring.antn;SleuthAdvisorConfig;getAdvice;3;1;0;74;0;;
train-ticket-master;org.myproject.ms.monitoring.antn;SleuthAdvisorConfig;getPointcut;3;1;0;79;0;;
train-ticket-master;org.myproject.ms.monitoring.antn;SleuthAdvisorConfig;buildAdvice;3;1;0;84;0;;
train-ticket-master;org.myproject.ms.monitoring.antn;SleuthAdvisorConfig;buildPointcut;3;1;0;88;0;;
train-ticket-master;org.myproject.ms.monitoring.antn;SleuthAnnotatedParameter;SleuthAnnotatedParameter;5;1;3;13;0;;
train-ticket-master;org.myproject.ms.monitoring.antn;SleuthAnnotationAutoConfiguration;spanCreator;3;1;1;22;0;;
train-ticket-master;org.myproject.ms.monitoring.antn;SleuthAnnotationAutoConfiguration;spelTagValueExpressionResolver;3;1;0;28;0;;
train-ticket-master;org.myproject.ms.monitoring.antn;SleuthAnnotationAutoConfiguration;noOpTagValueResolver;3;1;0;34;0;;
train-ticket-master;org.myproject.ms.monitoring.antn;SleuthAnnotationAutoConfiguration;sleuthAdvisorConfig;3;1;0;40;0;;
train-ticket-master;org.myproject.ms.monitoring.antn;SleuthAnnotationProperties;isEnabled;3;1;0;13;0;;
train-ticket-master;org.myproject.ms.monitoring.antn;SleuthAnnotationProperties;setEnabled;3;1;1;17;0;;
train-ticket-master;org.myproject.ms.monitoring.antn;SleuthAnnotationUtils;isMethodAnnotated;3;1;1;20;0;org.myproject.ms.monitoring.antn.SleuthAnnotationUtils;org.myproject.ms.monitoring.antn.SleuthAnnotationUtils
train-ticket-master;org.myproject.ms.monitoring.antn;SleuthAnnotationUtils;hasAnnotatedParams;3;1;2;25;0;org.myproject.ms.monitoring.antn.SleuthAnnotationUtils;org.myproject.ms.monitoring.antn.SleuthAnnotationUtils
train-ticket-master;org.myproject.ms.monitoring.antn;SleuthAnnotationUtils;findAnnotatedParameters;14;4;2;29;0;;
train-ticket-master;org.myproject.ms.monitoring.antn;SleuthAnnotationUtils;findAnnotation;14;3;2;45;0;;
train-ticket-master;org.myproject.ms.monitoring.antn;SpanCreator;createSpan;0;1;2;12;0;;
train-ticket-master;org.myproject.ms.monitoring.antn;SpanTagAnnotationHandler;SpanTagAnnotationHandler;3;1;1;26;0;;
train-ticket-master;org.myproject.ms.monitoring.antn;SpanTagAnnotationHandler;addAnnotatedParameters;13;1;1;30;0;org.myproject.ms.monitoring.antn.SpanTagAnnotationHandler;org.myproject.ms.monitoring.antn.SpanTagAnnotationHandler
train-ticket-master;org.myproject.ms.monitoring.antn;SpanTagAnnotationHandler;getAnnotationsFromInterfaces;13;5;3;46;0;org.myproject.ms.monitoring.antn.SpanTagAnnotationHandler;org.myproject.ms.monitoring.antn.SpanTagAnnotationHandler
train-ticket-master;org.myproject.ms.monitoring.antn;SpanTagAnnotationHandler;methodsAreTheSame;3;1;2;63;0;;
train-ticket-master;org.myproject.ms.monitoring.antn;SpanTagAnnotationHandler;mergeAnnotatedMethodsIfNecessary;6;2;4;68;0;org.myproject.ms.monitoring.antn.SpanTagAnnotationHandler;org.myproject.ms.monitoring.antn.SpanTagAnnotationHandler
train-ticket-master;org.myproject.ms.monitoring.antn;SpanTagAnnotationHandler;mergeAnnotatedParameters;15;5;2;79;0;;
train-ticket-master;org.myproject.ms.monitoring.antn;SpanTagAnnotationHandler;addAnnotatedArguments;6;2;1;96;0;org.myproject.ms.monitoring.antn.SpanTagAnnotationHandler;org.myproject.ms.monitoring.antn.SpanTagAnnotationHandler
train-ticket-master;org.myproject.ms.monitoring.antn;SpanTagAnnotationHandler;resolveTagValue;13;4;2;103;0;;
train-ticket-master;org.myproject.ms.monitoring.antn;SpanTagAnnotationHandler;tracer;6;2;0;117;0;;
train-ticket-master;org.myproject.ms.monitoring.antn;SpelTagValueExpressionResolver;resolve;11;1;2;17;0;;
train-ticket-master;org.myproject.ms.monitoring.antn;TagValueExpressionResolver;resolve;0;1;2;9;0;;
train-ticket-master;org.myproject.ms.monitoring.antn;TagValueResolver;resolve;0;1;1;7;0;;
train-ticket-master;org.myproject.ms.monitoring.atcfg;SleuthProperties;isEnabled;3;1;0;15;0;;
train-ticket-master;org.myproject.ms.monitoring.atcfg;SleuthProperties;setEnabled;3;1;1;19;0;;
train-ticket-master;org.myproject.ms.monitoring.atcfg;SleuthProperties;isTraceId128;3;1;0;23;0;;
train-ticket-master;org.myproject.ms.monitoring.atcfg;SleuthProperties;setTraceId128;3;1;1;27;0;;
train-ticket-master;org.myproject.ms.monitoring.atcfg;TraceAutoConfiguration;randomForSpanIds;3;1;0;35;0;;
train-ticket-master;org.myproject.ms.monitoring.atcfg;TraceAutoConfiguration;defaultTraceSampler;3;1;0;41;0;;
train-ticket-master;org.myproject.ms.monitoring.atcfg;TraceAutoConfiguration;sleuthTracer;3;1;6;47;0;;
train-ticket-master;org.myproject.ms.monitoring.atcfg;TraceAutoConfiguration;spanNamer;3;1;0;56;0;;
train-ticket-master;org.myproject.ms.monitoring.atcfg;TraceAutoConfiguration;defaultSpanReporter;3;1;0;62;0;;
train-ticket-master;org.myproject.ms.monitoring.atcfg;TraceAutoConfiguration;defaultSpanAdjuster;3;1;0;68;0;;
train-ticket-master;org.myproject.ms.monitoring.atcfg;TraceEnvironmentPostProcessor;postProcessEnvironment;6;1;2;20;0;org.myproject.ms.monitoring.atcfg.TraceEnvironmentPostProcessor;org.myproject.ms.monitoring.atcfg.TraceEnvironmentPostProcessor
train-ticket-master;org.myproject.ms.monitoring.atcfg;TraceEnvironmentPostProcessor;addOrReplace;20;7;2;32;0;;
train-ticket-master;org.myproject.ms.monitoring;ChainCallable;ChainCallable;3;1;3;16;0;;
train-ticket-master;org.myproject.ms.monitoring;ChainCallable;ChainCallable;7;1;4;20;0;;
train-ticket-master;org.myproject.ms.monitoring;ChainCallable;call;9;1;0;28;0;org.myproject.ms.monitoring.ChainCallable;org.myproject.ms.monitoring.ChainCallable
train-ticket-master;org.myproject.ms.monitoring;ChainCallable;startSpan;3;1;0;39;0;org.myproject.ms.monitoring.ChainCallable;org.myproject.ms.monitoring.ChainCallable
train-ticket-master;org.myproject.ms.monitoring;ChainCallable;getSpanName;6;2;0;43;0;;
train-ticket-master;org.myproject.ms.monitoring;ChainCallable;close;3;1;1;50;0;;
train-ticket-master;org.myproject.ms.monitoring;ChainCallable;continueSpan;3;1;1;54;0;;
train-ticket-master;org.myproject.ms.monitoring;ChainCallable;detachSpan;3;1;1;58;0;;
train-ticket-master;org.myproject.ms.monitoring;ChainCallable;getTracer;3;1;0;62;0;;
train-ticket-master;org.myproject.ms.monitoring;ChainCallable;getDelegate;3;1;0;66;0;;
train-ticket-master;org.myproject.ms.monitoring;ChainCallable;getName;3;1;0;70;0;;
train-ticket-master;org.myproject.ms.monitoring;ChainCallable;getParent;3;1;0;74;0;;
train-ticket-master;org.myproject.ms.monitoring;Chainer;createSpan;0;1;1;11;0;;
train-ticket-master;org.myproject.ms.monitoring;Chainer;createSpan;0;1;2;14;0;;
train-ticket-master;org.myproject.ms.monitoring;Chainer;createSpan;0;1;2;17;0;;
train-ticket-master;org.myproject.ms.monitoring;Chainer;continueSpan;0;1;1;20;0;;
train-ticket-master;org.myproject.ms.monitoring;Chainer;addTag;0;1;2;23;0;;
train-ticket-master;org.myproject.ms.monitoring;Chainer;detach;0;1;1;26;0;;
train-ticket-master;org.myproject.ms.monitoring;Chainer;close;0;1;1;29;0;;
train-ticket-master;org.myproject.ms.monitoring;Chainer;wrap;0;1;1;32;0;;
train-ticket-master;org.myproject.ms.monitoring;Chainer;wrap;0;1;1;35;0;;
train-ticket-master;org.myproject.ms.monitoring;ChainKeys;getHttp;3;1;0;24;0;;
train-ticket-master;org.myproject.ms.monitoring;ChainKeys;getMessage;3;1;0;28;0;;
train-ticket-master;org.myproject.ms.monitoring;ChainKeys;getHystrix;3;1;0;32;0;;
train-ticket-master;org.myproject.ms.monitoring;ChainKeys;getAsync;3;1;0;36;0;;
train-ticket-master;org.myproject.ms.monitoring;ChainKeys;getMvc;3;1;0;40;0;;
train-ticket-master;org.myproject.ms.monitoring;ChainKeys;setHttp;3;1;1;44;0;;
train-ticket-master;org.myproject.ms.monitoring;ChainKeys;setMessage;3;1;1;48;0;;
train-ticket-master;org.myproject.ms.monitoring;ChainKeys;setHystrix;3;1;1;52;0;;
train-ticket-master;org.myproject.ms.monitoring;ChainKeys;setAsync;3;1;1;56;0;;
train-ticket-master;org.myproject.ms.monitoring;ChainKeys;setMvc;3;1;1;60;0;;
train-ticket-master;org.myproject.ms.monitoring;ChainRunnable;ChainRunnable;3;1;3;17;0;;
train-ticket-master;org.myproject.ms.monitoring;ChainRunnable;ChainRunnable;7;1;4;21;0;;
train-ticket-master;org.myproject.ms.monitoring;ChainRunnable;run;9;1;0;29;0;org.myproject.ms.monitoring.ChainRunnable;org.myproject.ms.monitoring.ChainRunnable
train-ticket-master;org.myproject.ms.monitoring;ChainRunnable;startSpan;3;1;0;40;0;org.myproject.ms.monitoring.ChainRunnable;org.myproject.ms.monitoring.ChainRunnable
train-ticket-master;org.myproject.ms.monitoring;ChainRunnable;getSpanName;6;2;0;44;0;;
train-ticket-master;org.myproject.ms.monitoring;ChainRunnable;close;6;2;1;51;0;;
train-ticket-master;org.myproject.ms.monitoring;ChainRunnable;continueSpan;3;1;1;59;0;;
train-ticket-master;org.myproject.ms.monitoring;ChainRunnable;detachSpan;6;2;1;63;0;;
train-ticket-master;org.myproject.ms.monitoring;ChainRunnable;getTracer;3;1;0;70;0;;
train-ticket-master;org.myproject.ms.monitoring;ChainRunnable;getDelegate;3;1;0;74;0;;
train-ticket-master;org.myproject.ms.monitoring;ChainRunnable;getName;3;1;0;78;0;;
train-ticket-master;org.myproject.ms.monitoring;ChainRunnable;getParent;3;1;0;82;0;;
train-ticket-master;org.myproject.ms.monitoring;DefaultItemNamer;name;8;2;2;10;0;org.myproject.ms.monitoring.DefaultItemNamer;org.myproject.ms.monitoring.DefaultItemNamer
train-ticket-master;org.myproject.ms.monitoring;DefaultItemNamer;isDefaultToString;3;1;2;22;0;;
train-ticket-master;org.myproject.ms.monitoring;Item;Item;3;1;0;93;0;;
train-ticket-master;org.myproject.ms.monitoring;Item;Item;18;1;2;99;0;org.myproject.ms.monitoring.Item;org.myproject.ms.monitoring.Item
train-ticket-master;org.myproject.ms.monitoring;Item;Item;3;1;9;119;0;;
train-ticket-master;org.myproject.ms.monitoring;Item;Item;3;1;10;127;0;;
train-ticket-master;org.myproject.ms.monitoring;Item;Item;29;3;1;144;0;org.myproject.ms.monitoring.Item;org.myproject.ms.monitoring.Item
train-ticket-master;org.myproject.ms.monitoring;Item;builder;3;1;0;173;0;;
train-ticket-master;org.myproject.ms.monitoring;Item;stop;16;5;0;178;0;org.myproject.ms.monitoring.Item;org.myproject.ms.monitoring.Item
train-ticket-master;org.myproject.ms.monitoring;Item;getAccumulatedMillis;3;1;0;196;0;org.myproject.ms.monitoring.Item;org.myproject.ms.monitoring.Item
train-ticket-master;org.myproject.ms.monitoring;Item;getAccumulatedMicros;16;4;0;203;0;org.myproject.ms.monitoring.Item;org.myproject.ms.monitoring.Item
train-ticket-master;org.myproject.ms.monitoring;Item;nanoTime;3;1;0;220;0;;
train-ticket-master;org.myproject.ms.monitoring;Item;isRunning;3;1;0;226;0;;
train-ticket-master;org.myproject.ms.monitoring;Item;tag;5;2;2;232;0;;
train-ticket-master;org.myproject.ms.monitoring;Item;logEvent;3;1;1;239;0;org.myproject.ms.monitoring.Item;org.myproject.ms.monitoring.Item
train-ticket-master;org.myproject.ms.monitoring;Item;logEvent;3;1;2;244;0;;
train-ticket-master;org.myproject.ms.monitoring;Item;setBaggageItem;4;1;2;249;0;;
train-ticket-master;org.myproject.ms.monitoring;Item;getBaggageItem;3;1;1;255;0;;
train-ticket-master;org.myproject.ms.monitoring;Item;baggageItems;3;1;0;259;0;;
train-ticket-master;org.myproject.ms.monitoring;Item;getBaggage;3;1;0;264;0;;
train-ticket-master;org.myproject.ms.monitoring;Item;tags;3;1;0;269;0;;
train-ticket-master;org.myproject.ms.monitoring;Item;logs;3;1;0;274;0;;
train-ticket-master;org.myproject.ms.monitoring;Item;getSavedSpan;3;1;0;279;0;;
train-ticket-master;org.myproject.ms.monitoring;Item;hasSavedSpan;3;1;0;284;0;;
train-ticket-master;org.myproject.ms.monitoring;Item;getName;3;1;0;289;0;;
train-ticket-master;org.myproject.ms.monitoring;Item;getSpanId;3;1;0;294;0;;
train-ticket-master;org.myproject.ms.monitoring;Item;getTraceIdHigh;3;1;0;299;0;;
train-ticket-master;org.myproject.ms.monitoring;Item;getTraceId;3;1;0;304;0;;
train-ticket-master;org.myproject.ms.monitoring;Item;getProcessId;3;1;0;309;0;;
train-ticket-master;org.myproject.ms.monitoring;Item;getParents;3;1;0;314;0;;
train-ticket-master;org.myproject.ms.monitoring;Item;isRemote;3;1;0;319;0;;
train-ticket-master;org.myproject.ms.monitoring;Item;getBegin;3;1;0;324;0;;
train-ticket-master;org.myproject.ms.monitoring;Item;getEnd;3;1;0;329;0;;
train-ticket-master;org.myproject.ms.monitoring;Item;isExportable;3;1;0;334;0;;
train-ticket-master;org.myproject.ms.monitoring;Item;traceIdString;11;2;0;339;0;org.myproject.ms.monitoring.Item;org.myproject.ms.monitoring.Item
